CODIGO,DESCRIPCION,ENTRADAS,SALIDAS,SALDO,,CODIGO,DESCRIPCION,FECHA ,CANTIDAD,,CODIGO,DESCRIPCION,FECHA,CANTIDAD
TOTQ0292,TOYOTA SOLANA 57. ENT,2,0,2,,TOTQ0292,TOYOTA SOLANA 57. ENT,,2,,TOTQ0292,TOYOTA SOLANA 57. ENT,,
TOTQ0293,TOYOTA TUNDRA. ENT ,3,0,3,,TOTQ0293,TOYOTA TUNDRA. ENT ,,3,,TOTQ0293,TOYOTA TUNDRA. ENT ,,
TOTQ0294,TOYOTA 4RUNNER/LAND CRUISER 2011. ENT,5,0,5,,TOTQ0294,TOYOTA 4RUNNER/LAND CRUISER 2011. ENT,,5,,TOTQ0294,TOYOTA 4RUNNER/LAND CRUISER 2011. ENT,,
TOTQ0295,TOYOTA COROLLA 98-99. ENT,3,0,3,,TOTQ0295,TOYOTA COROLLA 98-99. ENT,,3,,TOTQ0295,TOYOTA COROLLA 98-99. ENT,,
TOTQ0296,TOYOTA COROLLA 90-93.ENT,4,0,4,,TOTQ0296,TOYOTA COROLLA 90-93.ENT,,4,,TOTQ0296,TOYOTA COROLLA 90-93.ENT,,
TOTQ0297,TOYOTA COROLLA GRUESO . ENT,1,0,1,,TOTQ0297,TOYOTA COROLLA GRUESO . ENT,,1,,TOTQ0297,TOYOTA COROLLA GRUESO . ENT,,
TOTQ0298,TOYOTA COROLLA FINO 73CM. ENT,1,0,1,,TOTQ0298,TOYOTA COROLLA FINO 73CM. ENT,,1,,TOTQ0298,TOYOTA COROLLA FINO 73CM. ENT,,
TOTQ0299,TOYOTA COROLLA 87-91.SAL,1,0,1,,TOTQ0299,TOYOTA COROLLA 87-91.SAL,,1,,TOTQ0299,TOYOTA COROLLA 87-91.SAL,,
TOTQ0300,TOYOTA CELICA . ENT,1,0,1,,TOTQ0300,TOYOTA CELICA . ENT,,1,,TOTQ0300,TOYOTA CELICA . ENT,,
TOTQ0301,TOYOTA BABYCAMRY 1.6. ENT,2,0,2,,TOTQ0301,TOYOTA BABYCAMRY 1.6. ENT,,2,,TOTQ0301,TOYOTA BABYCAMRY 1.6. ENT,,
TOTQ0302,TOYOTA BABYCAMRY  75CM. ENT,3,0,3,,TOTQ0302,TOYOTA BABYCAMRY  75CM. ENT,,3,,TOTQ0302,TOYOTA BABYCAMRY  75CM. ENT,,
TOTQ0303,TOYOTA BABY CAMRY  76 CM. ENT,2,0,2,,TOTQ0303,TOYOTA BABY CAMRY  76 CM. ENT,,2,,TOTQ0303,TOYOTA BABY CAMRY  76 CM. ENT,,
TOTQ0304,TOYOTA BABY CAMRY  73CM. ENT,1,0,1,,TOTQ0304,TOYOTA BABY CAMRY  73CM. ENT,,1,,TOTQ0304,TOYOTA BABY CAMRY  73CM. ENT,,
TOTQ0305,TOYOTA SENSACION/ PREVIA . SAL,42,0,42,,TOTQ0305,TOYOTA SENSACION/ PREVIA . SAL,,42,,TOTQ0305,TOYOTA SENSACION/ PREVIA . SAL,,
TOTQ0306,TOYOTA ARAYA,13,0,13,,TOTQ0306,TOYOTA ARAYA,,13,,TOTQ0306,TOYOTA ARAYA,,
TOTQ0307,TOYOTA MONTA CARGA,19,0,19,,TOTQ0307,TOYOTA MONTA CARGA,,19,,TOTQ0307,TOYOTA MONTA CARGA,,
TOTQ0308,TOYOTA 4RUNNER 96-02. ENT ,14,0,14,,TOTQ0308,TOYOTA 4RUNNER 96-02. ENT ,,14,,TOTQ0308,TOYOTA 4RUNNER 96-02. ENT ,,
TOTQ0309,TOYOTA BABY CAMRY 1.8. ENT,9,0,9,,TOTQ0309,TOYOTA BABY CAMRY 1.8. ENT,,9,,TOTQ0309,TOYOTA BABY CAMRY 1.8. ENT,,
TOTQ0310,TOYOTA BABY CAMRY 1.6. ENT,5,0,5,,TOTQ0310,TOYOTA BABY CAMRY 1.6. ENT,,5,,TOTQ0310,TOYOTA BABY CAMRY 1.6. ENT,,
TOTQ0311,TOYOTA CAMRY OTROS. SAL,12,0,12,,TOTQ0311,TOYOTA CAMRY OTROS. SAL,,12,,TOTQ0311,TOYOTA CAMRY OTROS. SAL,,
TOTQ0312,TOYOTA  RAV-4 ENT,37,0,37,,TOTQ0312,TOYOTA  RAV-4 ENT,,37,,TOTQ0312,TOYOTA  RAV-4 ENT,,
TOTQ0313,TOYOTA RAV. 4 SAL ,2,0,2,,TOTQ0313,TOYOTA RAV. 4 SAL ,,2,,TOTQ0313,TOYOTA RAV. 4 SAL ,,
TOTQ0314,TOYOTA RAV. 4  76 CM. ENT,3,0,3,,TOTQ0314,TOYOTA RAV. 4  76 CM. ENT,,3,,TOTQ0314,TOYOTA RAV. 4  76 CM. ENT,,
TOTQ0315,TOYOTA TERIOS. ENT ,10,0,10,,TOTQ0315,TOYOTA TERIOS. ENT ,,10,,TOTQ0315,TOYOTA TERIOS. ENT ,,
TOTQ0316,TOYOTA TERIOS 56 1/2. ENT CON TUBITO,7,0,7,,TOTQ0316,TOYOTA TERIOS 56 1/2. ENT CON TUBITO,,7,,TOTQ0316,TOYOTA TERIOS 56 1/2. ENT CON TUBITO,,
TOTQ0317,TOYOTA TERIOS 58CM. SAL,6,0,6,,TOTQ0317,TOYOTA TERIOS 58CM. SAL,,6,,TOTQ0317,TOYOTA TERIOS 58CM. SAL,,
TOTQ0318,TOYOTA TERIOS 56 1/2. SAL,1,0,1,,TOTQ0318,TOYOTA TERIOS 56 1/2. SAL,,1,,TOTQ0318,TOYOTA TERIOS 56 1/2. SAL,,
TOTQ0319,TOYOTA SIENNA 3.3 07-09. SAL,8,0,8,,TOTQ0319,TOYOTA SIENNA 3.3 07-09. SAL,,8,,TOTQ0319,TOYOTA SIENNA 3.3 07-09. SAL,,
TOTQ0320,TOYOTA SIENNA 3.3 BOQUETON LARGO,2,0,2,,TOTQ0320,TOYOTA SIENNA 3.3 BOQUETON LARGO,,2,,TOTQ0320,TOYOTA SIENNA 3.3 BOQUETON LARGO,,
TOTQ0321,TOYOTA SIENNA. ENT,1,0,1,,TOTQ0321,TOYOTA SIENNA. ENT,,1,,TOTQ0321,TOYOTA SIENNA. ENT,,
TOTQ0322,TOYOTA SIENNA 2.5. SAL,1,0,1,,TOTQ0322,TOYOTA SIENNA 2.5. SAL,,1,,TOTQ0322,TOYOTA SIENNA 2.5. SAL,,
TOTQ0323,TOYOTA SIENNA ROW HD,5,0,5,,TOTQ0323,TOYOTA SIENNA ROW HD,,5,,TOTQ0323,TOYOTA SIENNA ROW HD,,
TOTQ0324,TOYOTA BURBUJA. ENT,2,0,2,,TOTQ0324,TOYOTA BURBUJA. ENT,,2,,TOTQ0324,TOYOTA BURBUJA. ENT,,
TOTQ0325,TOYOTA BURBUJA. SAL,2,0,2,,TOTQ0325,TOYOTA BURBUJA. SAL,,2,,TOTQ0325,TOYOTA BURBUJA. SAL,,
TOTQ0326,TOYOTA H3 HUMMER,11,0,11,,TOTQ0326,TOYOTA H3 HUMMER,,11,,TOTQ0326,TOYOTA H3 HUMMER,,
NITQ0327,NISSAN MURANOO. R,8,0,8,,NITQ0327,NISSAN MURANOO. R,,8,,NITQ0327,NISSAN MURANOO. R,,
NITQ0328,NISSAN ALTIMA/ MURANO 2-06. ENT,1,0,1,,NITQ0328,NISSAN ALTIMA/ MURANO 2-06. ENT,,1,,NITQ0328,NISSAN ALTIMA/ MURANO 2-06. ENT,,
NITQ0329,NISSAN ALTIMA/ MURANO 02-05.SAL,3,0,3,,NITQ0329,NISSAN ALTIMA/ MURANO 02-05.SAL,,3,,NITQ0329,NISSAN ALTIMA/ MURANO 02-05.SAL,,
NITQ0330,NISSAN MURANO ANCHO. ENT,3,0,3,,NITQ0330,NISSAN MURANO ANCHO. ENT,,3,,NITQ0330,NISSAN MURANO ANCHO. ENT,,
NITQ0331,NISSAN TIIDA 04-11 1.6. ENT 62,1,0,1,,NITQ0331,"NISSAN TIIDA 04-11, 1.6. ENT 62",,1,,NITQ0331,"NISSAN TIIDA 04-11, 1.6. ENT 62",,
NITQ0332,NISSAN TIIDA DE SALIDA. GURESO ,4,0,4,,NITQ0332,NISSAN TIIDA DE SALIDA. GURESO ,,4,,NITQ0332,NISSAN TIIDA DE SALIDA. GURESO ,,
NITQ0333,NISSAN TIIDA DE ENTRADA  61,14,0,14,,NITQ0333,NISSAN TIIDA DE ENTRADA  61,,14,,NITQ0333,NISSAN TIIDA DE ENTRADA  61,,
NITQ0334,NISSAN TIIDA VERSA 04-11. ENT,23,0,23,,NITQ0334,NISSAN TIIDA VERSA 04-11. ENT,,23,,NITQ0334,NISSAN TIIDA VERSA 04-11. ENT,,
NITQ0335,NISSAN TIIDA VERSA 61 CM . ENT,1,0,1,,NITQ0335,NISSAN TIIDA VERSA 61 CM . ENT,,1,,NITQ0335,NISSAN TIIDA VERSA 61 CM . ENT,,
NITQ0336,NISSAN TIIDA CUBE 07-08. R,34,0,34,,NITQ0336,NISSAN TIIDA CUBE 07-08. R,,34,,NITQ0336,NISSAN TIIDA CUBE 07-08. R,,
NITQ0337,NISSAN TIIDA CUBE ENT,16,0,16,,NITQ0337,NISSAN TIIDA CUBE ENT,,16,,NITQ0337,NISSAN TIIDA CUBE ENT,,
NITQ0338,NISSAN FRONTIER 3.3. ENT ,18,0,18,,NITQ0338,NISSAN FRONTIER 3.3. ENT ,,18,,NITQ0338,NISSAN FRONTIER 3.3. ENT ,,
NITQ0339,NISSAN  SENTRA 07-08 1.6 ENT,2,0,2,,NITQ0339,NISSAN  SENTRA 07-08 1.6 ENT,,2,,NITQ0339,NISSAN  SENTRA 07-08 1.6 ENT,,
NITQ0340,NISSAN  PATROL,0,0,0,,NITQ0340,NISSAN  PATROL,,,,NITQ0340,NISSAN  PATROL,,
NITQ0341,NISSAN SENTRA  16. SAL,5,0,5,,NITQ0341,NISSAN SENTRA  16. SAL,,5,,NITQ0341,NISSAN SENTRA  16. SAL,,
NITQ0342,NISSAN SENTRA 15. SAL,10,0,10,,NITQ0342,NISSAN SENTRA 15. SAL,,10,,NITQ0342,NISSAN SENTRA 15. SAL,,
NITQ0343,NISSAN SENTRA 15. ENT,0,0,0,,NITQ0343,NISSAN SENTRA 15. ENT,,,,NITQ0343,NISSAN SENTRA 15. ENT,,
NITQ0344,NISSAN SENTRA 13. SAL,57,0,57,,NITQ0344,NISSAN SENTRA 13. SAL,,57,,NITQ0344,NISSAN SENTRA 13. SAL,,
NITQ0345,NISSAN SENTRA 13. ENT,5,0,5,,NITQ0345,NISSAN SENTRA 13. ENT,,5,,NITQ0345,NISSAN SENTRA 13. ENT,,
NITQ0346,NISSAN SENTRA PATHFINDER INFINITE. ENT,1,0,1,,NITQ0346,NISSAN SENTRA PATHFINDER INFINITE. ENT,,1,,NITQ0346,NISSAN SENTRA PATHFINDER INFINITE. ENT,,
NITQ0347,NISSAN D.21. ENT,5,0,5,,NITQ0347,NISSAN D.21. ENT,,5,,NITQ0347,NISSAN D.21. ENT,,
NITQ0348,NISSAN D. 21. SAL,6,0,6,,NITQ0348,NISSAN D. 21. SAL,,6,,NITQ0348,NISSAN D. 21. SAL,,
NITQ0349,NISSAN ALTIMA. R,8,0,8,,NITQ0349,NISSAN ALTIMA. R,,8,,NITQ0349,NISSAN ALTIMA. R,,
NITQ0350,NISSAN B-13 GRUESO . SAL,16,0,16,,NITQ0350,NISSAN B-13 GRUESO . SAL,,16,,NITQ0350,NISSAN B-13 GRUESO . SAL,,
NITQ0351,NISSAN Z 350. SAL,3,0,3,,NITQ0351,NISSAN Z 350. SAL,,3,,NITQ0351,NISSAN Z 350. SAL,,
NITQ0352,NISSAN ALTIMA 02-03. SAL,5,0,5,,NITQ0352,NISSAN ALTIMA 02-03. SAL,,5,,NITQ0352,NISSAN ALTIMA 02-03. SAL,,
NITQ0353,NISSAN ALTIMA GRUESO. ENT,1,0,1,,NITQ0353,NISSAN ALTIMA GRUESO. ENT,,1,,NITQ0353,NISSAN ALTIMA GRUESO. ENT,,
NITQ0354,NISSAN ALTIMA BOQUETON  75CM. ENT,2,0,2,,NITQ0354,NISSAN ALTIMA BOQUETON  75CM. ENT,,2,,NITQ0354,NISSAN ALTIMA BOQUETON  75CM. ENT,,
NITQ0355,NISSAN MURANO 75CM. ENT,4,0,4,,NITQ0355,NISSAN MURANO 75CM. ENT,,4,,NITQ0355,NISSAN MURANO 75CM. ENT,,
NITQ0356,NISSAN XTRIL. ENT,5,0,5,,NITQ0356,NISSAN XTRIL. ENT,,5,,NITQ0356,NISSAN XTRIL. ENT,,
BMTQ0357,BMW RAYADO BOQUETON. R,3,0,3,,BMTQ0357,BMW RAYADO BOQUETON. R,,3,,BMTQ0357,BMW RAYADO BOQUETON. R,,
BMTQ0358,BMW 3.5 BOQUETON. R,5,0,5,,BMTQ0358,BMW 3.5 BOQUETON. R,,5,,BMTQ0358,BMW 3.5 BOQUETON. R,,
BMTQ0359,BMW 47CM. R,10,0,10,,BMTQ0359,BMW 47CM. R,,10,,BMTQ0359,BMW 47CM. R,,
BMTQ0360,BMW 1999 47 CM. R,3,0,3,,BMTQ0360,BMW 1999 47 CM. R,,3,,BMTQ0360,BMW 1999 47 CM. R,,
BMTQ0361,BMW 325. R,2,0,2,,BMTQ0361,BMW 325. R,,2,,BMTQ0361,BMW 325. R,,
BMTQ0362,BMW 318. 51CM. R,1,0,1,,BMTQ0362,BMW 318. 51CM. R,,1,,BMTQ0362,BMW 318. 51CM. R,,
WVTQ0363,VOLSKWAGEN GOLF. R,9,0,9,,WVTQ0363,VOLSKWAGEN GOLF. R,,9,,WVTQ0363,VOLSKWAGEN GOLF. R,,
WVTQ0364,VOLSKWAGEN CADDY. R,2,0,2,,WVTQ0364,VOLSKWAGEN CADDY. R,,2,,WVTQ0364,VOLSKWAGEN CADDY. R,,
WVTQ0365,VOLSKWAGENJEETA. ENT,3,0,3,,WVTQ0365,VOLSKWAGENJEETA. ENT,,3,,WVTQ0365,VOLSKWAGENJEETA. ENT,,
WVTQ0366,VOLSKWAGEN JEETA. SAL,24,0,24,,WVTQ0366,VOLSKWAGEN JEETA. SAL,,24,,WVTQ0366,VOLSKWAGEN JEETA. SAL,,
WVTQ0367,VOLSKWAGEN GOL. R,25,0,25,,WVTQ0367,VOLSKWAGEN GOL. R,,25,,WVTQ0367,VOLSKWAGEN GOL. R,,
WVTQ0368,VOLSKWAGEN FOX 2005. R,11,0,11,,WVTQ0368,VOLSKWAGEN FOX 2005. R,,11,,WVTQ0368,VOLSKWAGEN FOX 2005. R,,
KITQ0369,KIA PICANTO. ENT,21,0,21,,KITQ0369,KIA PICANTO. ENT,,21,,KITQ0369,KIA PICANTO. ENT,,
KITQ0370,KIA PICANTO. SAL,8,0,8,,KITQ0370,KIA PICANTO. SAL,,8,,KITQ0370,KIA PICANTO. SAL,,
KITQ0371,KIA SPORTAGE.R,15,0,15,,KITQ0371,KIA SPORTAGE.R,,15,,KITQ0371,KIA SPORTAGE.R,,
KITQ0372,KIA SEDONA / CARNIVAL 2001.R,4,0,4,,KITQ0372,KIA SEDONA / CARNIVAL 2001.R,,4,,KITQ0372,KIA SEDONA / CARNIVAL 2001.R,,
KITQ0373,KIA SEDONA MINI 02-05 3.5.R,3,0,3,,KITQ0373,KIA SEDONA MINI 02-05 3.5.R,,3,,KITQ0373,KIA SEDONA MINI 02-05 3.5.R,,
KITQ0374,KIA SEDONA MINI. RAYADO,6,0,6,,KITQ0374,KIA SEDONA MINI. RAYADO,,6,,KITQ0374,KIA SEDONA MINI. RAYADO,,
KITQ0375,KIA SEDONA MINI BOQUETON,3,0,3,,KITQ0375,KIA SEDONA MINI BOQUETON,,3,,KITQ0375,KIA SEDONA MINI BOQUETON,,
KITQ0376,KIA CARENS. RAYADO. SAL,12,0,12,,KITQ0376,KIA CARENS. RAYADO. SAL,,12,,KITQ0376,KIA CARENS. RAYADO. SAL,,
KITQ0377,KIA RIO. RAYADO 65. SAL,2,0,2,,KITQ0377,KIA RIO. RAYADO 65. SAL,,2,,KITQ0377,KIA RIO. RAYADO 65. SAL,,
KITQ0378,KIA RIORAYADO. 67. SAL,2,0,2,,KITQ0378,KIA RIORAYADO. 67. SAL,,2,,KITQ0378,KIA RIORAYADO. 67. SAL,,
KITQ0379,KIA RIO 69. ENT,1,0,1,,KITQ0379,KIA RIO 69. ENT,,1,,KITQ0379,KIA RIO 69. ENT,,
KITQ0380,KIA CARENS WA 70. ENT,10,0,10,,KITQ0380,KIA CARENS WA 70. ENT,,10,,KITQ0380,KIA CARENS WA 70. ENT,,
KITQ0381,KIA  RIO STILUS. SAL,8,0,8,,KITQ0381,KIA  RIO STILUS. SAL,,8,,KITQ0381,KIA  RIO STILUS. SAL,,
KITQ0382,KIA  RIO RAYADO 65. ENT,30,0,30,,KITQ0382,KIA  RIO RAYADO 65. ENT,,30,,KITQ0382,KIA  RIO RAYADO 65. ENT,,
KITQ0383,KIA RIO LISO. SAL,13,0,13,,KITQ0383,KIA RIO LISO. SAL,,13,,KITQ0383,KIA RIO LISO. SAL,,
KITQ0384,KIA CERATO 04-06. ENT,16,0,16,,KITQ0384,KIA CERATO 04-06. ENT,,16,,KITQ0384,KIA CERATO 04-06. ENT,,
KITQ0385,KIA RIO 2005. ENT ,7,0,7,,KITQ0385,KIA RIO 2005. ENT ,,7,,KITQ0385,KIA RIO 2005. ENT ,,
KITQ0386,KIA CARNIVAL 06. ENT,11,0,11,,KITQ0386,KIA CARNIVAL 06. ENT,,11,,KITQ0386,KIA CARNIVAL 06. ENT,,
KITQ0387,KIA PREGIO. ENT,12,0,12,,KITQ0387,KIA PREGIO. ENT,,12,,KITQ0387,KIA PREGIO. ENT,,
KITQ0388,KIA RIO 01-03 ENT,20,0,20,,KITQ0388,KIA RIO 01-03 ENT,,20,,KITQ0388,KIA RIO 01-03 ENT,,
MITQ0389,MITSUBICHI. MIRAGE . SAL,16,0,16,,MITQ0389,MITSUBICHI. MIRAGE . SAL,,16,,MITQ0389,MITSUBICHI. MIRAGE . SAL,,
MITQ0390,MITSUBICHI TRITON SPORTERO. ENT,4,0,4,,MITQ0390,MITSUBICHI TRITON SPORTERO. ENT,,4,,MITQ0390,MITSUBICHI TRITON SPORTERO. ENT,,
MITQ0391,MITSUBICHI TRITON SPORTERO . SAL,2,0,2,,MITQ0391,MITSUBICHI TRITON SPORTERO . SAL,,2,,MITQ0391,MITSUBICHI TRITON SPORTERO . SAL,,
MITQ0392,MITSUBICHI GRANDIS 04. ENT,2,0,2,,MITQ0392,MITSUBICHI GRANDIS 04. ENT,,2,,MITQ0392,MITSUBICHI GRANDIS 04. ENT,,
MITQ0393,MITSUBICHI MONTERO 1198. ENT,4,0,4,,MITQ0393,MITSUBICHI MONTERO 1198. ENT,,4,,MITQ0393,MITSUBICHI MONTERO 1198. ENT,,
MITQ0394,MITSUBICHI MONTERO SPORT  98-05,6,0,6,,MITQ0394,MITSUBICHI MONTERO SPORT  98-05,,6,,MITQ0394,MITSUBICHI MONTERO SPORT  98-05,,
MITQ0395,MITSUBICHI  OUTLANDER. SAL,26,0,26,,MITQ0395,MITSUBICHI  OUTLANDER. SAL,,26,,MITQ0395,MITSUBICHI  OUTLANDER. SAL,,
MITQ0396,MITSUBICHI OUTLANDER ENT,1,0,1,,MITQ0396,MITSUBICHI OUTLANDER ENT,,1,,MITQ0396,MITSUBICHI OUTLANDER ENT,,
MITQ0397,MITSUBICHI LANCER. ENT,34,0,34,,MITQ0397,MITSUBICHI LANCER. ENT,,34,,MITQ0397,MITSUBICHI LANCER. ENT,,
MITQ0398,MITSUBICHI GALANT. ENT ,8,0,8,,MITQ0398,MITSUBICHI GALANT. ENT ,,8,,MITQ0398,MITSUBICHI GALANT. ENT ,,
MITQ0399,MITSUBICHI GALANT 73CM. SAL,1,0,1,,MITQ0399,MITSUBICHI GALANT 73CM. SAL,,1,,MITQ0399,MITSUBICHI GALANT 73CM. SAL,,
MITQ0400,MITSUBICHI LANCER FINO MODELO VIEJO ENT,9,0,9,,MITQ0400,MITSUBICHI LANCER FINO MODELO VIEJO ENT,,9,,MITQ0400,MITSUBICHI LANCER FINO MODELO VIEJO ENT,,
MITQ0401,MITSUBICHI LANCER 68. SAL,7,0,7,,MITQ0401,MITSUBICHI LANCER 68. SAL,,7,,MITQ0401,MITSUBICHI LANCER 68. SAL,,
MITQ0402,MITSUBICHI LANCER  68 1/2. ENT,9,0,9,,MITQ0402,MITSUBICHI LANCER  68 1/2. ENT,,9,,MITQ0402,MITSUBICHI LANCER  68 1/2. ENT,,
MITQ0403,MITSUBICHI  LANCER FINO 2 TUBITOS. ENT,8,0,8,,MITQ0403,MITSUBICHI  LANCER FINO 2 TUBITOS. ENT,,8,,MITQ0403,MITSUBICHI  LANCER FINO 2 TUBITOS. ENT,,
MITQ0404,MITSUBICHI L300 R/SAL,8,0,8,,MITQ0404,MITSUBICHI L300 R/SAL,,8,,MITQ0404,MITSUBICHI L300 R/SAL,,
MITQ0405,MITSUBICHI L300. ENT,5,0,5,,MITQ0405,MITSUBICHI L300. ENT,,5,,MITQ0405,MITSUBICHI L300. ENT,,
MITQ0406,MITSUBICHI LANCER/ ECLIPSE 2.0R,8,0,8,,MITQ0406,MITSUBICHI LANCER/ ECLIPSE 2.0R,,8,,MITQ0406,MITSUBICHI LANCER/ ECLIPSE 2.0R,,
MITQ0407,MITSUBICHI LANCER 69 CM. SAL,6,0,6,,MITQ0407,MITSUBICHI LANCER 69 CM. SAL,,6,,MITQ0407,MITSUBICHI LANCER 69 CM. SAL,,
MITQ0408,MITSUBICHI LANCER 68. SAL,4,0,4,,MITQ0408,MITSUBICHI LANCER 68. SAL,,4,,MITQ0408,MITSUBICHI LANCER 68. SAL,,
MITQ0409,MITSUBICHI GALANT. 69 ENT,9,0,9,,MITQ0409,MITSUBICHI GALANT. 69 ENT,,9,,MITQ0409,MITSUBICHI GALANT. 69 ENT,,
MITQ0410,MITSUBICHI GALANT  73 1/2. ENT,3,0,3,,MITQ0410,MITSUBICHI GALANT  73 1/2. ENT,,3,,MITQ0410,MITSUBICHI GALANT  73 1/2. ENT,,
MITQ0411,MITSUBICHI GALANT  68 1/2 ENT,4,0,4,,MITQ0411,MITSUBICHI GALANT  68 1/2 ENT,,4,,MITQ0411,MITSUBICHI GALANT  68 1/2 ENT,,
MITQ0412,MITSUBICHI OUTLANDER  07-08 2.0. R,11,0,11,,MITQ0412,MITSUBICHI OUTLANDER  07-08 2.0. R,,11,,MITQ0412,MITSUBICHI OUTLANDER  07-08 2.0. R,,
MITQ0413,MITSUBICHI OUTLANDER BOQUETON,4,0,4,,MITQ0413,MITSUBICHI OUTLANDER BOQUETON,,4,,MITQ0413,MITSUBICHI OUTLANDER BOQUETON,,
DETQ0414,DAEWO NUBIRA 97-02.R,22,0,22,,DETQ0414,DAEWO NUBIRA 97-02.R,,22,,DETQ0414,DAEWO NUBIRA 97-02.R,,
DETQ0415,DAEWO CIELO. R,6,0,6,,DETQ0415,DAEWO CIELO. R,,6,,DETQ0415,DAEWO CIELO. R,,
DETQ0416,DAEWO CIELO SPERO.R,5,0,5,,DETQ0416,DAEWO CIELO SPERO.R,,5,,DETQ0416,DAEWO CIELO SPERO.R,,
DETQ0417,DAEWO CIELO CON SERPENTINA. SAL,6,0,6,,DETQ0417,DAEWO CIELO CON SERPENTINA. SAL,,6,,DETQ0417,DAEWO CIELO CON SERPENTINA. SAL,,
DETQ0418,DAEWO MATIZ.R,0,0,0,,DETQ0418,DAEWO MATIZ.R,,16,,DETQ0418,DAEWO MATIZ.R,,
DETQ0419,DAEWO LENOS. R,0,0,0,,DETQ0419,DAEWO LENOS. R,,20,,DETQ0419,DAEWO LENOS. R,,
CYTQ0420,NEON CRHYSLER 66CM.R,4,0,4,,CYTQ0420,NEON CRHYSLER 66CM.R,,4,,CYTQ0420,NEON CRHYSLER 66CM.R,,
CYTQ0421,NEON CHRYSLER. 62 CM,3,0,3,,CYTQ0421,NEON CHRYSLER. 62 CM,,3,,CYTQ0421,NEON CHRYSLER. 62 CM,,
CYTQ0422,NEON CHRYSLER 63. CM,2,0,2,,CYTQ0422,NEON CHRYSLER 63. CM,,2,,CYTQ0422,NEON CHRYSLER 63. CM,,
TOTQ0423,TOYOTA YARIS SALIDA VIEJO,5,0,5,,TOTQ0423,TOYOTA YARIS SALIDA VIEJO,,5,,TOTQ0423,TOYOTA YARIS SALIDA VIEJO,,
TOTQ0424,TOYOTA YARIS 2006 SAL,4,0,4,,TOTQ0424,TOYOTA YARIS 2006 SAL,,4,,TOTQ0424,TOYOTA YARIS 2006 SAL,,
TOTQ0425,TOYOTA YARIS 2006 ENT,6,0,6,,TOTQ0425,TOYOTA YARIS 2006 ENT,,6,,TOTQ0425,TOYOTA YARIS 2006 ENT,,
HYTQ0426,HYUNDAI TUCSON RAYADO ENT,7,0,7,,HYTQ0426,HYUNDAI TUCSON RAYADO ENT,,7,,HYTQ0426,HYUNDAI TUCSON RAYADO ENT,,
RETQ0427,RENAULT KANGOO ENT,9,0,9,,RETQ0427,RENAULT KANGOO ENT,,9,,RETQ0427,RENAULT KANGOO ENT,,
RETQ0428,RENAULT KANGOO SAL,4,0,4,,RETQ0428,RENAULT KANGOO SAL,,4,,RETQ0428,RENAULT KANGOO SAL,,
CHTQ0429,CHEVROLET RAV4 ENT,3,0,3,,CHTQ0429,CHEVROLET RAV4 ENT,,3,,CHTQ0429,CHEVROLET RAV4 ENT,,
TOTQ0430,TOYOTA COROLLA SENSACION SAL,6,0,6,,TOTQ0430,TOYOTA COROLLA SENSACION SAL,,6,,TOTQ0430,TOYOTA COROLLA SENSACION SAL,,
TOTQ0431,TOYOTA COROLLA POLICIA ENT,10,0,10,,TOTQ0431,TOYOTA COROLLA POLICIA ENT,,10,,TOTQ0431,TOYOTA COROLLA POLICIA ENT,,
TOTQ0432,TOYOTA COROLLA MATRIX,5,0,5,,TOTQ0432,TOYOTA COROLLA MATRIX,,5,,TOTQ0432,TOYOTA COROLLA MATRIX,,
TOTQ0433,YARIS 2007 - 2013 ENT,7,0,7,,TOTQ0433,YARIS 2007 - 2013 ENT,,7,,TOTQ0433,YARIS 2007 - 2013 ENT,,
SUTQ0434,SUZUKI ESCUDO VITARA ENT,4,0,4,,SUTQ0434,SUZUKI ESCUDO VITARA ENT,,4,,SUTQ0434,SUZUKI ESCUDO VITARA ENT,,
JETQ0435,JEEP CHEROKE 4 G 60 CM ,12,0,12,,JETQ0435,JEEP CHEROKE 4 G 60 CM ,,12,,JETQ0435,JEEP CHEROKE 4 G 60 CM ,,
HYTQ0436,HYUNDAI ATOS RAYADO ENT,8,0,8,,HYTQ0436,HYUNDAI ATOS RAYADO ENT,,8,,HYTQ0436,HYUNDAI ATOS RAYADO ENT,,
TOTQ0437,TOYOTA PREVIA SAL,3,0,3,,TOTQ0437,TOYOTA PREVIA SAL,,3,,TOTQ0437,TOYOTA PREVIA SAL,,
TOTQ0438,TOYOTA PREVIA ENT,6,0,6,,TOTQ0438,TOYOTA PREVIA ENT,,6,,TOTQ0438,TOYOTA PREVIA ENT,,
CRTQ0439,CHERY TIGGO DOBLE PITILLO ENT,2,0,2,,CRTQ0439,CHERY TIGGO DOBLE PITILLO ENT,,2,,CRTQ0439,CHERY TIGGO DOBLE PITILLO ENT,,
TOTQ0440,BABY CAMRY 1.6 ENT ,4,0,4,,TOTQ0440,BABY CAMRY 1.6 ENT ,,4,,TOTQ0440,BABY CAMRY 1.6 ENT ,,
NITQ0441,NISSAN B15 ENT ,7,0,7,,NITQ0441,NISSAN B15 ENT ,,7,,NITQ0441,NISSAN B15 ENT ,,
TOTQ0442,TOYOTA YARIS NUEVO ,6,0,6,,TOTQ0442,TOYOTA YARIS NUEVO ,,6,,TOTQ0442,TOYOTA YARIS NUEVO ,,
